City,Region,Municipal,Year,Population,Violent_crime,Violent_crime_Rate,Murder_and_nonnegligent_manslaughter,Murder_and_nonnegligent_manslaughter_Rate,Rape,Rape_Rate,Robbery,Robbery_Rate,Aggravated_assault,Aggravated_assault_Rate,Property_crime,Property_crime_Rate,Burglary,Burglary_Rate,Larceny_theft,Larceny_theft_Rate,Motor_vehicle_theft,Motor_vehicle_theft_Rate,Arson,Arson_Rate
Hadley,Hadley,Hadley,2014,"5,277",25,473.75,0,0,5,94.75,3,56.85,17,322.15,174,3297.33,19,360.05,154,2918.32,1,18.95,0,0
Hadley,Hadley,Hadley,2015,"5,314",12,225.82,0,0,3,56.45,1,18.82,8,150.55,257,4836.28,33,621,219,4121.19,5,94.09,0,0
Hadley,Hadley,Hadley,2016,"5,372",24,446.76,0,0,1,18.62,3,55.85,20,372.3,208,3871.93,16,297.84,188,3499.63,4,74.46,0,0
Hadley,Hadley,Hadley,2017,"5,382",17,315.87,0,0,2,37.16,2,37.16,13,241.55,134,2489.78,11,204.38,117,2173.91,6,111.48,2,37.16
Halifax,Halifax,Halifax,2010,"7,745",11,142.03,0,0,1,12.91,1,12.91,9,116.2,97,1252.42,29,374.44,62,800.52,6,77.47,0,0
Halifax,Halifax,Halifax,2011,"7,564",9,118.98,0,0,1,13.22,0,0,8,105.76,81,1070.86,28,370.17,49,647.81,4,52.88,0,0
Halifax,Halifax,Halifax,2012,"7,627",19,249.11,0,0,2,26.22,2,26.22,15,196.67,75,983.35,22,288.45,46,603.12,7,91.78,1,13.11
Halifax,Halifax,Halifax,2013,"7,574",8,105.62,0,0,2,26.41,0,0,6,79.22,77,1016.64,32,422.5,41,541.33,4,52.81,0,0
Halifax,Halifax,Halifax,2014,"7,648",12,156.9,0,0,4,52.3,0,0,8,104.6,78,1019.87,24,313.81,53,692.99,1,13.08,1,13.08
Halifax,Halifax,Halifax,2015,"7,830",9,114.94,1,12.77,0,0,1,12.77,7,89.4,95,1213.28,16,204.34,72,919.54,7,89.4,0,0
Halifax,Halifax,Halifax,2016,"7,861",7,89.05,0,0,2,25.44,0,0,5,63.61,76,966.8,4,50.88,65,826.87,7,89.05,0,0
Halifax,Halifax,Halifax,2017,"7,963",6,75.35,0,0,0,0,0,0,6,75.35,73,916.74,13,163.26,58,728.37,2,25.12,0,0
Hamilton,Hamilton,Hamilton,2010,"8,155",5,61.31,0,0,1,12.26,0,0,4,49.05,51,625.38,16,196.2,33,404.66,2,24.52,0,0
Hamilton,Hamilton,Hamilton,2011,"7,811",2,25.6,0,0,0,0,0,0,2,25.6,52,665.73,17,217.64,32,409.68,3,38.41,0,0
Hamilton,Hamilton,Hamilton,2012,"7,896",5,63.32,0,0,0,0,1,12.66,4,50.66,55,696.56,11,139.31,40,506.59,4,50.66,0,0
Hamilton,Hamilton,Hamilton,2013,"8,122",3,36.94,0,0,0,0,0,0,3,36.94,50,615.61,8,98.5,41,504.8,1,12.31,0,0
Hamilton,Hamilton,Hamilton,2014,"8,191",6,73.25,0,0,0,0,0,0,6,73.25,58,708.09,7,85.46,48,586.01,3,36.63,0,0
Hamilton,Hamilton,Hamilton,2015,"8,242",4,48.53,0,0,0,0,0,0,4,48.53,41,497.45,5,60.66,35,424.65,1,12.13,0,0
Hamilton,Hamilton,Hamilton,2016,"8,181",6,73.34,0,0,0,0,0,0,6,73.34,28,342.26,4,48.89,23,281.14,1,12.22,0,0
Hamilton,Hamilton,Hamilton,2017,"8,216",4,48.69,0,0,1,12.17,0,0,3,36.51,39,474.68,7,85.2,31,377.31,1,12.17,1,12.17
Hampden,Hampden,Hampden,2010,"5,346",1,18.71,0,0,1,18.71,0,0,0,0,57,1066.22,18,336.7,36,673.4,3,56.12,0,0
Hampden,Hampden,Hampden,2011,"5,170",4,77.37,0,0,0,0,2,38.68,2,38.68,65,1257.25,22,425.53,41,793.04,2,38.68,0,0
Hampden,Hampden,Hampden,2012,"5,188",5,96.38,0,0,0,0,0,0,5,96.38,36,693.91,14,269.85,22,424.06,0,0,0,0
Hampden,Hampden,Hampden,2013,"5,161",3,58.13,0,0,0,0,1,19.38,2,38.75,55,1065.68,18,348.77,33,639.41,4,77.5,0,0
Hampden,Hampden,Hampden,2014,"5,188",1,19.28,0,0,0,0,1,19.28,0,0,51,983.04,8,154.2,40,771.01,3,57.83,0,0
Hampden,Hampden,Hampden,2015,"5,209",4,76.79,0,0,1,19.2,0,0,3,57.59,36,691.11,9,172.78,25,479.94,2,38.4,0,0
Hampden,Hampden,Hampden,2016,"5,227",3,57.39,0,0,1,19.13,0,0,2,38.26,58,1109.62,15,286.97,33,631.34,10,191.31,0,0
Hampden,Hampden,Hampden,2017,"5,217",6,115.01,0,0,0,0,0,0,6,115.01,39,747.56,4,76.67,28,536.71,7,134.18,0,0
Hancock,Hancock,Hancock,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hancock,Hancock,Hancock,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hancock,Hancock,Hancock,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hancock,Hancock,Hancock,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hancock,Hancock,Hancock,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hancock,Hancock,Hancock,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hancock,Hancock,Hancock,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hancock,Hancock,Hancock,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hanover,Hanover,Hanover,2010,"14,051",5,35.58,0,0,0,0,2,14.23,3,21.35,320,2277.42,35,249.09,280,1992.74,5,35.58,0,0
Hanover,Hanover,Hanover,2011,"13,964",2,14.32,0,0,0,0,1,7.16,1,7.16,288,2062.45,31,222,253,1811.8,4,28.65,0,0
Hanover,Hanover,Hanover,2012,"14,078",3,21.31,0,0,0,0,1,7.1,2,14.21,268,1903.68,36,255.72,230,1633.75,2,14.21,0,0
Hanover,Hanover,Hanover,2013,"14,275",2,14.01,0,0,2,14.01,0,0,0,0,211,1478.11,34,238.18,171,1197.9,6,42.03,0,0
Hanover,Hanover,Hanover,2014,"14,418",4,27.74,0,0,0,0,1,6.94,3,20.81,189,1310.86,14,97.1,171,1186.02,4,27.74,0,0
Hanover,Hanover,Hanover,2015,"14,482",1,6.91,0,0,1,6.91,0,0,0,0,151,1042.67,14,96.67,134,925.29,3,20.72,0,0
Hanover,Hanover,Hanover,2016,"14,466",3,20.74,0,0,0,0,0,0,3,20.74,115,794.97,21,145.17,92,635.97,2,13.83,0,0
Hanover,Hanover,Hanover,2017,"14,597",5,34.25,0,0,0,0,0,0,5,34.25,102,698.77,10,68.51,82,561.76,10,68.51,1,6.85
Hanson,Hanson,Hanson,2010,"10,091",NA,0,0,0,3,29.73,0,0,NA,0,134,1327.92,27,267.57,99,981.07,8,79.28,0,0
Hanson,Hanson,Hanson,2011,"10,271",44,428.39,0,0,6,58.42,2,19.47,36,350.5,131,1275.44,29,282.35,93,905.46,9,87.63,1,9.74
Hanson,Hanson,Hanson,2012,"10,357",29,280,0,0,3,28.97,1,9.66,25,241.38,112,1081.39,33,318.63,73,704.84,6,57.93,0,0
Hanson,Hanson,Hanson,2013,"10,342",19,183.72,0,0,3,29.01,1,9.67,15,145.04,86,831.56,23,222.39,57,551.15,6,58.02,0,0
Hanson,Hanson,Hanson,2014,"10,379",20,192.7,0,0,1,9.63,0,0,19,183.06,74,712.98,19,183.06,50,481.74,5,48.17,0,0
Hanson,Hanson,Hanson,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hanson,Hanson,Hanson,2016,"10,666",29,271.89,0,0,2,18.75,2,18.75,25,234.39,51,478.15,13,121.88,33,309.39,5,46.88,2,18.75
Hanson,Hanson,Hanson,2017,"10,860",31,285.45,0,0,5,46.04,1,9.21,25,230.2,49,451.2,15,138.12,32,294.66,2,18.42,1,9.21
Hardwick,Hardwick,Hardwick,2010,"2,648",12,453.17,0,0,0,0,0,0,12,453.17,36,1359.52,11,415.41,25,944.11,0,0,2,75.53
Hardwick,Hardwick,Hardwick,2011,"3,008",8,265.96,0,0,0,0,0,0,8,265.96,49,1628.99,12,398.94,37,1230.05,0,0,2,66.49
Hardwick,Hardwick,Hardwick,2012,"3,027",11,363.4,0,0,0,0,0,0,11,363.4,55,1816.98,8,264.29,43,1420.55,4,132.14,0,0
Hardwick,Hardwick,Hardwick,2013,"3,005",5,166.39,0,0,1,33.28,0,0,4,133.11,31,1031.61,8,266.22,20,665.56,3,99.83,0,0
Hardwick,Hardwick,Hardwick,2014,"3,008",9,299.2,0,0,1,33.24,0,0,8,265.96,41,1363.03,8,265.96,29,964.1,4,132.98,0,0
Hardwick,Hardwick,Hardwick,2015,"3,016",11,364.72,0,0,0,0,0,0,11,364.72,38,1259.95,13,431.03,23,762.6,2,66.31,2,66.31
Hardwick,Hardwick,Hardwick,2016,"4,019",5,124.41,0,0,1,24.88,0,0,4,99.53,35,870.86,9,223.94,24,597.16,2,49.76,0,0
Hardwick,Hardwick,Hardwick,2017,"4,031",24,595.39,0,0,3,74.42,0,0,21,520.96,35,868.27,9,223.27,25,620.19,1,24.81,0,0
Harvard,Harvard,Harvard,2010,"6,100",3,49.18,0,0,0,0,0,0,3,49.18,66,1081.97,27,442.62,38,622.95,1,16.39,0,0
Harvard,Harvard,Harvard,2011,"6,560",3,45.73,0,0,0,0,0,0,3,45.73,48,731.71,20,304.88,28,426.83,0,0,3,45.73
Harvard,Harvard,Harvard,2012,"6,595",3,45.49,0,0,1,15.16,0,0,2,30.33,50,758.15,32,485.22,18,272.93,0,0,0,0
Harvard,Harvard,Harvard,2013,"6,548",4,61.09,0,0,2,30.54,0,0,2,30.54,37,565.06,23,351.25,14,213.81,0,0,3,45.82
Harvard,Harvard,Harvard,2014,"6,597",6,90.95,0,0,2,30.32,1,15.16,3,45.48,43,651.81,17,257.69,25,378.96,1,15.16,1,15.16
Harvard,Harvard,Harvard,2015,"6,577",3,45.61,0,0,0,0,0,0,3,45.61,25,380.11,10,152.05,13,197.66,2,30.41,4,60.82
Harvard,Harvard,Harvard,2016,"6,552",9,137.36,0,0,2,30.53,0,0,7,106.84,37,564.71,14,213.68,23,351.04,0,0,1,15.26
Harvard,Harvard,Harvard,2017,"6,572",1,15.22,0,0,0,0,0,0,1,15.22,27,410.83,11,167.38,16,243.46,0,0,0,0
Harwich,Harwich,Harwich,2010,"12,104",34,280.9,0,0,5,41.31,5,41.31,24,198.28,271,2238.93,148,1222.74,118,974.88,5,41.31,0,0
Harwich,Harwich,Harwich,2011,"12,318",42,340.96,0,0,4,32.47,3,24.35,35,284.14,283,2297.45,144,1169.02,132,1071.6,7,56.83,5,40.59
Harwich,Harwich,Harwich,2012,"12,345",28,226.81,0,0,4,32.4,0,0,24,194.41,249,2017.01,119,963.95,126,1020.66,4,32.4,1,8.1
Harwich,Harwich,Harwich,2013,"12,299",24,195.14,0,0,2,16.26,1,8.13,21,170.75,251,2040.82,120,975.69,124,1008.21,7,56.92,0,0
Harwich,Harwich,Harwich,2014,"12,224",30,245.42,0,0,10,81.81,1,8.18,19,155.43,204,1668.85,91,744.44,111,908.05,2,16.36,0,0
Harwich,Harwich,Harwich,2015,"12,177",40,328.49,0,0,4,32.85,1,8.21,35,287.43,186,1527.47,68,558.43,109,895.13,9,73.91,1,8.21
Harwich,Harwich,Harwich,2016,"12,112",25,206.41,0,0,4,33.03,1,8.26,20,165.13,151,1246.7,47,388.04,97,800.86,7,57.79,0,0
Harwich,Harwich,Harwich,2017,"12,150",23,189.3,0,0,1,8.23,0,0,22,181.07,151,1242.8,58,477.37,88,724.28,5,41.15,0,0
Hatfield,Hatfield,Hatfield,2010,"3,212",0,0,0,0,0,0,0,0,0,0,3,93.4,2,62.27,1,31.13,0,0,0,0
Hatfield,Hatfield,Hatfield,2011,"3,299",3,90.94,0,0,0,0,0,0,3,90.94,18,545.62,6,181.87,12,363.75,0,0,0,0
Hatfield,Hatfield,Hatfield,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hatfield,Hatfield,Hatfield,2013,"3,275",5,152.67,0,0,1,30.53,2,61.07,2,61.07,10,305.34,4,122.14,6,183.21,0,0,0,0
Hatfield,Hatfield,Hatfield,2014,"3,284",0,0,0,0,0,0,0,0,0,0,14,426.31,3,91.35,10,304.51,1,30.45,1,30.45
Hatfield,Hatfield,Hatfield,2015,"3,294",8,242.87,0,0,1,30.36,0,0,7,212.51,11,333.94,0,0,11,333.94,0,0,0,0
Hatfield,Hatfield,Hatfield,2016,"3,302",2,60.57,0,0,0,0,0,0,2,60.57,13,393.7,1,30.28,11,333.13,1,30.28,0,0
Hatfield,Hatfield,Hatfield,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Haverhill,Haverhill,Haverhill,2010,"61,179",350,572.09,2,3.27,24,39.23,26,42.5,298,487.1,1625,2656.14,822,1343.6,682,1114.76,121,197.78,17,27.79
Haverhill,Haverhill,Haverhill,2011,"61,250",362,591.02,0,0,18,29.39,55,89.8,289,471.84,1461,2385.31,462,754.29,853,1392.65,146,238.37,14,22.86
Haverhill,Haverhill,Haverhill,2012,"61,897",418,675.32,2,3.23,12,19.39,52,84.01,352,568.69,1439,2324.83,393,634.93,920,1486.34,126,203.56,8,12.92
Haverhill,Haverhill,Haverhill,2013,"62,249",414,665.07,2,3.21,25,40.16,57,91.57,330,530.13,1618,2599.24,431,692.38,1052,1689.99,135,216.87,5,8.03
Haverhill,Haverhill,Haverhill,2014,"62,552",436,697.02,0,0,19,30.37,60,95.92,357,570.73,1402,2241.34,351,561.13,946,1512.34,105,167.86,8,12.79
Haverhill,Haverhill,Haverhill,2015,"62,895",341,542.17,0,0,25,39.75,50,79.5,266,422.93,1245,1979.49,314,499.24,826,1313.3,105,166.94,13,20.67
Haverhill,Haverhill,Haverhill,2016,"62,851",373,593.47,1,1.59,20,31.82,37,58.87,315,501.19,982,1562.43,247,392.99,653,1038.97,82,130.47,7,11.14
Haverhill,Haverhill,Haverhill,2017,"63,244",391,618.24,3,4.74,15,23.72,40,63.25,333,526.53,917,1449.94,201,317.82,597,943.96,119,188.16,4,6.32
Hawley,Hawley,Hawley,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawley,Hawley,Hawley,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawley,Hawley,Hawley,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawley,Hawley,Hawley,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawley,Hawley,Hawley,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawley,Hawley,Hawley,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawley,Hawley,Hawley,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hawley,Hawley,Hawley,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heath,Heath,Heath,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heath,Heath,Heath,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heath,Heath,Heath,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heath,Heath,Heath,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heath,Heath,Heath,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heath,Heath,Heath,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heath,Heath,Heath,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Heath,Heath,Heath,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hingham,Hingham,Hingham,2010,"23,433",7,29.87,0,0,0,0,1,4.27,6,25.6,307,1310.12,43,183.5,256,1092.48,8,34.14,0,0
Hingham,Hingham,Hingham,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hingham,Hingham,Hingham,2012,"22,475",17,75.64,0,0,0,0,3,13.35,14,62.29,362,1610.68,89,396,261,1161.29,12,53.39,1,4.45
Hingham,Hingham,Hingham,2013,"22,687",17,74.93,0,0,2,8.82,2,8.82,13,57.3,382,1683.78,84,370.26,287,1265.04,11,48.49,0,0
Hingham,Hingham,Hingham,2014,"22,940",17,74.11,0,0,3,13.08,6,26.16,8,34.87,270,1176.98,65,283.35,198,863.12,7,30.51,0,0
Hingham,Hingham,Hingham,2015,"23,165",21,90.65,0,0,1,4.32,0,0,20,86.34,236,1018.78,49,211.53,180,777.03,7,30.22,1,4.32
Hingham,Hingham,Hingham,2016,"23,204",24,103.43,0,0,0,0,0,0,24,103.43,196,844.68,34,146.53,159,685.23,3,12.93,0,0
Hingham,Hingham,Hingham,2017,"23,392",13,55.57,0,0,1,4.27,1,4.27,11,47.02,234,1000.34,54,230.85,175,748.12,5,21.37,2,8.55
Hinsdale,Hinsdale,Hinsdale,2010,"1,890",5,264.55,0,0,0,0,0,0,5,264.55,2,105.82,2,105.82,0,0,0,0,0,0
Hinsdale,Hinsdale,Hinsdale,2011,"2,044",6,293.54,0,0,1,48.92,0,0,5,244.62,29,1418.79,17,831.7,12,587.08,0,0,1,48.92
Hinsdale,Hinsdale,Hinsdale,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hinsdale,Hinsdale,Hinsdale,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hinsdale,Hinsdale,Hinsdale,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hinsdale,Hinsdale,Hinsdale,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hinsdale,Hinsdale,Hinsdale,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hinsdale,Hinsdale,Hinsdale,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holbrook,Holbrook,Holbrook,2010,"10,615",59,555.82,0,0,4,37.68,6,56.52,49,461.61,244,2298.63,75,706.55,149,1403.67,20,188.41,0,0
Holbrook,Holbrook,Holbrook,2011,"10,857",61,561.85,0,0,6,55.26,18,165.79,37,340.79,159,1464.49,42,386.85,109,1003.96,8,73.69,0,0
Holbrook,Holbrook,Holbrook,2012,"10,963",42,383.11,0,0,0,0,20,182.43,22,200.67,226,2061.48,80,729.73,144,1313.51,2,18.24,NA,0
Holbrook,Holbrook,Holbrook,2013,"10,959",39,355.87,0,0,0,0,11,100.37,28,255.5,183,1669.86,74,675.24,100,912.49,9,82.12,NA,0
Holbrook,Holbrook,Holbrook,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holbrook,Holbrook,Holbrook,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holbrook,Holbrook,Holbrook,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holbrook,Holbrook,Holbrook,2017,"11,064",39,352.49,0,0,3,27.11,9,81.34,27,244.03,129,1165.94,13,117.5,108,976.14,8,72.31,1,9.04
Holden,Holden,Holden,2010,"17,657",13,73.63,0,0,1,5.66,0,0,12,67.96,96,543.69,18,101.94,71,402.11,7,39.64,2,11.33
Holden,Holden,Holden,2011,"17,452",6,34.38,0,0,1,5.73,0,0,5,28.65,117,670.41,21,120.33,91,521.43,5,28.65,1,5.73
Holden,Holden,Holden,2012,"17,562",8,45.55,0,0,3,17.08,1,5.69,4,22.78,98,558.02,20,113.88,75,427.06,3,17.08,1,5.69
Holden,Holden,Holden,2013,"17,775",8,45.01,0,0,1,5.63,1,5.63,6,33.76,96,540.08,21,118.14,71,399.44,4,22.5,0,0
Holden,Holden,Holden,2014,"18,208",13,71.4,0,0,6,32.95,1,5.49,6,32.95,100,549.21,36,197.72,58,318.54,6,32.95,3,16.48
Holden,Holden,Holden,2015,"18,771",9,47.95,0,0,5,26.64,1,5.33,3,15.98,87,463.48,24,127.86,62,330.3,1,5.33,2,10.65
Holden,Holden,Holden,2016,"18,829",13,69.04,0,0,2,10.62,0,0,11,58.42,55,292.1,15,79.66,37,196.51,3,15.93,1,5.31
Holden,Holden,Holden,2017,"19,062",10,52.46,0,0,0,0,1,5.25,9,47.21,52,272.79,9,47.21,39,204.6,4,20.98,1,5.25
Holland,Holland,Holland,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holland,Holland,Holland,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holland,Holland,Holland,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holland,Holland,Holland,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holland,Holland,Holland,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holland,Holland,Holland,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holland,Holland,Holland,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Holland,Holland,Holland,2017,"2,502",1,39.97,0,0,0,0,0,0,1,39.97,20,799.36,7,279.78,12,479.62,1,39.97,0,0
Holliston,Holliston,Holliston,2010,"14,076",8,56.83,0,0,1,7.1,0,0,7,49.73,67,475.99,18,127.88,44,312.59,5,35.52,2,14.21
Holliston,Holliston,Holliston,2011,"13,630",6,44.02,0,0,0,0,0,0,6,44.02,85,623.62,17,124.72,64,469.55,4,29.35,0,0
Holliston,Holliston,Holliston,2012,"13,811",8,57.92,0,0,0,0,0,0,8,57.92,106,767.5,23,166.53,78,564.77,5,36.2,0,0
Holliston,Holliston,Holliston,2013,"14,199",14,98.6,0,0,0,0,0,0,14,98.6,75,528.21,25,176.07,44,309.88,6,42.26,1,7.04
Holliston,Holliston,Holliston,2014,"14,352",5,34.84,0,0,3,20.9,0,0,2,13.94,62,432,23,160.26,38,264.77,1,6.97,2,13.94
Holliston,Holliston,Holliston,2015,"14,602",6,41.09,0,0,1,6.85,1,6.85,4,27.39,57,390.36,12,82.18,43,294.48,2,13.7,1,6.85
Holliston,Holliston,Holliston,2016,"14,656",10,68.23,0,0,1,6.82,1,6.82,8,54.59,55,375.27,13,88.7,39,266.1,3,20.47,1,6.82
Holliston,Holliston,Holliston,2017,"14,736",8,54.29,0,0,1,6.79,2,13.57,5,33.93,30,203.58,2,13.57,28,190.01,0,0,0,0
Holyoke,Holyoke,Holyoke,2010,"40,026",477,1191.73,4,9.99,38,94.94,97,242.34,338,844.45,2697,6738.12,535,1336.63,1951,4874.33,211,527.16,17,42.47
Holyoke,Holyoke,Holyoke,2011,"40,123",404,1006.9,4,9.97,34,84.74,75,186.93,291,725.27,2421,6033.95,420,1046.78,1829,4558.48,172,428.68,15,37.39
Holyoke,Holyoke,Holyoke,2012,"40,260",382,948.83,0,0,33,81.97,87,216.1,262,650.77,2509,6231.99,444,1102.83,1955,4855.94,110,273.22,16,39.74
Holyoke,Holyoke,Holyoke,2013,"40,215",419,1041.9,4,9.95,42,104.44,108,268.56,265,658.96,2664,6624.39,484,1203.53,2067,5139.87,113,280.99,9,22.38
Holyoke,Holyoke,Holyoke,2014,"40,336",390,966.88,3,7.44,31,76.85,99,245.44,257,637.15,2252,5583.1,320,793.34,1813,4494.74,119,295.02,16,39.67
Holyoke,Holyoke,Holyoke,2015,"40,178",381,948.28,2,4.98,29,72.18,79,196.63,271,674.5,1993,4960.43,334,831.3,1566,3897.66,93,231.47,9,22.4
Holyoke,Holyoke,Holyoke,2016,"40,738",436,1070.25,2,4.91,24,58.91,97,238.11,313,768.32,2013,4941.33,318,780.6,1566,3844.08,129,316.66,12,29.46
Holyoke,Holyoke,Holyoke,2017,"40,451",438,1082.79,4,9.89,32,79.11,96,237.32,306,756.47,1946,4810.76,297,734.22,1538,3802.13,111,274.41,9,22.25
Hopedale,Hopedale,Hopedale,2010,"6,215",19,305.71,0,0,2,32.18,0,0,17,273.53,64,1029.77,31,498.79,32,514.88,1,16.09,1,16.09
Hopedale,Hopedale,Hopedale,2011,"5,947",13,218.6,0,0,3,50.45,0,0,10,168.15,64,1076.17,17,285.86,45,756.68,2,33.63,0,0
Hopedale,Hopedale,Hopedale,2012,"5,985",17,284.04,0,0,0,0,0,0,17,284.04,49,818.71,10,167.08,35,584.8,4,66.83,2,33.42
Hopedale,Hopedale,Hopedale,2013,"5,952",18,302.42,0,0,2,33.6,0,0,16,268.82,57,957.66,23,386.42,32,537.63,2,33.6,1,16.8
Hopedale,Hopedale,Hopedale,2014,"5,982",12,200.6,0,0,1,16.72,0,0,11,183.88,35,585.09,10,167.17,24,401.2,1,16.72,1,16.72
Hopedale,Hopedale,Hopedale,2015,"5,962",5,83.86,0,0,1,16.77,0,0,4,67.09,33,553.51,13,218.05,19,318.69,1,16.77,0,0
Hopedale,Hopedale,Hopedale,2016,"5,938",4,67.36,0,0,2,33.68,0,0,2,33.68,23,387.34,14,235.77,7,117.88,2,33.68,0,0
